datatype: torch.float16 ; i: 0
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us      11.360us         0.03%      11.360us       5.680us             2  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us      10.720us         0.03%      10.720us       3.573us             3  
at::native::xpu::CatArrayBatchedCopy<at::native::xpu...         0.00%       0.000us         0.00%       0.000us       0.000us      10.720us         0.03%      10.720us      10.720us             1  
                                              aten::div         0.05%      38.217us         0.15%     104.599us      52.300us      10.400us         0.02%      10.400us       5.200us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us      10.080us         0.02%      10.080us       5.040us             2  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us       9.600us         0.02%       9.600us       9.600us             1  
                                              aten::cos         0.03%      19.600us         0.06%      43.259us      43.259us       9.600us         0.02%       9.600us       9.600us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.600us         0.02%       9.600us       9.600us             1  
at::native::xpu::ScatterGatherElementwiseKernelFunct...         0.00%       0.000us         0.00%       0.000us       0.000us       9.600us         0.02%       9.600us       9.600us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.280us         0.02%       9.280us       3.093us             3  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.120us         0.02%       9.120us       4.560us             2  
                                              aten::sin         0.02%      17.773us         0.06%      41.930us      41.930us       8.800us         0.02%       8.800us       8.800us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.800us         0.02%       8.800us       8.800us             1  
                                             aten::item         0.01%       8.217us         0.58%     419.835us      69.972us       0.000us         0.00%       8.800us       1.467us             6  
                              aten::_local_scalar_dense         0.24%     169.840us         0.57%     411.618us      68.603us       8.800us         0.02%       8.800us       1.467us             6  
                 Memcpy D2M (DEVICE -> MEMORY(Unknown))         0.00%       0.000us         0.00%       0.000us       0.000us       8.800us         0.02%       8.800us       1.467us             6  
                                     aten::exponential_         0.02%      16.856us         0.06%      44.868us      44.868us       8.640us         0.02%       8.640us       8.640us             1  
at::native::xpu::DistributionElementwiseKernelFuncto...         0.00%       0.000us         0.00%       0.000us       0.000us       8.640us         0.02%       8.640us       8.640us             1  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us       8.480us         0.02%       8.480us       8.480us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.480us         0.02%       8.480us       4.240us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.320us         0.02%       8.320us       4.160us             2  
                                              aten::bmm         0.22%     156.097us         0.27%     194.753us     194.753us       8.160us         0.02%       8.160us       8.160us             1  
                                              aten::sub         0.05%      38.207us         0.13%      93.048us      46.524us       8.000us         0.02%       8.000us       4.000us             2  
at::native::xpu::SegmentScanKernel<at::native::xpu::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.840us         0.02%       7.840us       7.840us             1  
                                             aten::full         0.01%       4.165us         0.08%      60.886us      30.443us       0.000us         0.00%       7.840us       3.920us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.680us         0.02%       7.680us       3.840us             2  
                                        aten::embedding         0.01%       9.663us         0.11%      75.949us      75.949us       0.000us         0.00%       7.520us       7.520us             1  
                                     aten::index_select         0.04%      25.628us         0.09%      62.193us      62.193us       7.520us         0.02%       7.520us       7.520us             1  
at::native::xpu::IndexKernel<at::native::xpu::IndexK...         0.00%       0.000us         0.00%       0.000us       0.000us       7.520us         0.02%       7.520us       7.520us             1  
                                           aten::arange         0.03%      20.165us         0.20%     142.280us      71.140us       3.680us         0.01%       7.360us       3.680us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.360us         0.02%       7.360us       3.680us             2  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.200us         0.02%       7.200us       3.600us             2  
                                       aten::is_nonzero         0.01%       5.863us         0.53%     383.001us      76.600us       0.000us         0.00%       6.640us       1.328us             5  
                                    aten::_assert_async         0.02%      16.401us         0.09%      62.369us      31.185us       6.400us         0.02%       6.400us       3.200us             2  
       at::native::xpu::AssertAsyncKernelFunctor1<bool>         0.00%       0.000us         0.00%       0.000us       0.000us       6.400us         0.02%       6.400us       3.200us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       6.240us         0.01%       6.240us       6.240us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       5.760us         0.01%       5.760us       5.760us             1  
at::native::xpu::SegmentScanKernel<at::native::xpu::...         0.00%       0.000us         0.00%       0.000us       0.000us       5.760us         0.01%       5.760us       5.760us             1  
at::native::xpu::AccumulateCarrierKernelFunctor<at::...         0.00%       0.000us         0.00%       0.000us       0.000us       5.280us         0.01%       5.280us       5.280us             1  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.800us         0.01%       4.800us       4.800us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.640us         0.01%       4.640us       4.640us             1  
                                    aten::scalar_tensor         0.01%       3.594us         0.06%      44.927us      44.927us       0.000us         0.00%       4.480us       4.480us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.01%       4.480us       4.480us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.01%       4.320us       4.320us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320us         0.01%       4.320us       4.320us             1  
                                               aten::le         0.03%      20.715us         0.08%      55.963us      55.963us       4.320us         0.01%       4.320us       4.320us             1  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       4.160us         0.01%       4.160us       4.160us             1  
                                             aten::ones         0.01%       5.091us         0.09%      61.715us      61.715us       0.000us         0.00%       4.000us       4.000us             1  
at::native::xpu::ElementwiseKernelWithIndexFunctor<i...         0.00%       0.000us         0.00%       0.000us       0.000us       3.680us         0.01%       3.680us       3.680us             1  
                                         aten::new_ones         0.01%       5.041us         0.06%      44.501us      44.501us       0.000us         0.00%       3.680us       3.680us             1  
                                             aten::rsub         0.01%       4.841us         0.06%      44.984us      44.984us       0.000us         0.00%       3.520us       3.520us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       3.520us         0.01%       3.520us       3.520us             1  
                                               aten::ge         0.02%      12.284us         0.04%      31.703us      31.703us       2.400us         0.01%       2.400us       2.400us             1  
                 Memcpy M2D (MEMORY(Unknown) -> DEVICE)         0.00%       0.000us         0.00%       0.000us       0.000us       1.280us         0.00%       1.280us       0.640us             2  
                                            aten::empty         0.52%     375.636us         0.52%     375.636us       1.015us       0.000us         0.00%       0.000us       0.000us           370  
                                    aten::empty_strided         0.37%     267.067us         0.37%     267.067us       1.141us       0.000us         0.00%       0.000us       0.000us           234  
                                     urEnqueueUSMMemcpy         0.98%     705.170us         1.12%     807.249us     100.906us       0.000us         0.00%       0.000us       0.000us             8  
                                zeMemGetAllocProperties         0.37%     266.939us         0.37%     266.939us       0.111us       0.000us         0.00%       0.000us       0.000us          2408  
                                       zeEventHostReset         0.52%     375.338us         0.52%     375.338us       0.267us       0.000us         0.00%       0.000us       0.000us          1404  
                          zeCommandListAppendMemoryCopy         0.13%      90.558us         0.13%      90.558us      11.320us       0.000us         0.00%       0.000us       0.000us             8  
                                 zeEventHostSynchronize         0.13%      94.853us         0.13%      94.853us      11.857us       0.000us         0.00%       0.000us       0.000us             8  
                                       aten::lift_fresh         0.01%       8.661us         0.01%       8.661us       0.131us       0.000us         0.00%       0.000us       0.000us            66  
                                          aten::detach_         0.06%      42.328us         0.11%      78.664us       1.192us       0.000us         0.00%       0.000us       0.000us            66  
                                                detach_         0.05%      36.336us         0.05%      36.336us       0.551us       0.000us         0.00%       0.000us       0.000us            66  
                                           aten::select         0.04%      26.673us         0.04%      31.672us       7.918us       0.000us         0.00%       0.000us       0.000us             4  
                                       aten::as_strided         0.49%     351.491us         0.49%     351.491us       0.547us       0.000us         0.00%       0.000us       0.000us           642  
                                           aten::detach         0.00%       1.186us         0.01%       6.342us       6.342us       0.000us         0.00%       0.000us       0.000us             1  
                                                 detach         0.01%       5.156us         0.01%       5.156us       5.156us       0.000us         0.00%       0.000us       0.000us             1  
                       urEnqueueKernelLaunchWithArgsExp        46.93%      33.716ms        55.19%      39.651ms      28.403us       0.000us         0.00%       0.000us       0.000us          1396  
                               zeKernelSetArgumentValue         1.81%       1.299ms         1.81%       1.299ms       0.133us       0.000us         0.00%       0.000us       0.000us          9753  
                                   zeKernelSetGroupSize         0.09%      64.263us         0.09%      64.263us       0.046us       0.000us         0.00%       0.000us       0.000us          1396  
                        zeCommandListAppendLaunchKernel         5.85%       4.201ms         5.85%       4.201ms       3.009us       0.000us         0.00%       0.000us       0.000us          1396  
                                        aten::unsqueeze         0.21%     149.433us         0.26%     186.706us       1.383us       0.000us         0.00%       0.000us       0.000us           135  
                                             aten::view         0.52%     374.019us         0.52%     374.019us       0.878us       0.000us         0.00%       0.000us       0.000us           426  
                                  zeKernelGetProperties         0.05%      36.868us         0.05%      36.868us       0.450us       0.000us         0.00%       0.000us       0.000us            82  
                                       aten::empty_like         0.06%      40.288us         0.11%      81.429us       2.201us       0.000us         0.00%       0.000us       0.000us            37  
                                            aten::slice         0.36%     259.448us         0.44%     316.761us       2.382us       0.000us         0.00%       0.000us       0.000us           133  
                                          aten::reshape         0.19%     135.939us         0.49%     348.661us       1.341us       0.000us         0.00%       0.000us       0.000us           260  
                                          aten::resize_         0.10%      70.595us         0.10%      70.595us       0.306us       0.000us         0.00%       0.000us       0.000us           231  
                                            aten::alias         0.01%       5.351us         0.01%       5.351us       5.351us       0.000us         0.00%       0.000us       0.000us             1  
                                           aten::expand         0.02%      11.517us         0.02%      12.522us       3.130us       0.000us         0.00%       0.000us       0.000us             4  
                                     aten::_unsafe_view         0.23%     162.090us         0.23%     162.090us       0.717us       0.000us         0.00%       0.000us       0.000us           226  
                                        aten::transpose         0.45%     325.327us         0.79%     566.144us       1.599us       0.000us         0.00%       0.000us       0.000us           354  
                                      aten::result_type         0.04%      28.593us         0.04%      28.593us       0.440us       0.000us         0.00%       0.000us       0.000us            65  
                                                aten::t         0.48%     345.611us         0.92%     662.199us       2.943us       0.000us         0.00%       0.000us       0.000us           225  
                                     zeEventQueryStatus         0.00%       1.793us         0.00%       1.793us       1.793us       0.000us         0.00%       0.000us       0.000us             1  
                                        aten::new_empty         0.00%       1.414us         0.00%       2.482us       2.482us       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::view_as         0.00%       1.378us         0.00%       2.244us       2.244us       0.000us         0.00%       0.000us       0.000us             1  
                                          aten::squeeze         0.01%       6.632us         0.02%      12.535us      12.535us       0.000us         0.00%       0.000us       0.000us             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 71.844ms
Self XPU time total: 41.749ms

datatype: torch.float16 ; i: 4
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg      Self XPU    Self XPU %     XPU total  XPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::matmul         0.72%     519.784us        29.84%      21.557ms      95.385us       0.000us         0.00%      31.409ms     138.976us           226  
                                            gemm_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      31.409ms        75.67%      31.409ms     138.976us           226  
                                           aten::linear         0.32%     229.822us        30.79%      22.247ms      98.876us       0.000us         0.00%      31.401ms     139.558us           225  
                                               aten::mm        14.55%      10.514ms        28.22%      20.387ms      90.610us      31.401ms        75.65%      31.401ms     139.558us           225  
                                            aten::copy_         1.96%       1.415ms         8.56%       6.186ms      29.318us       2.144ms         5.16%       2.144ms      10.160us           211  
                                               aten::to         0.21%     154.078us         9.10%       6.572ms      23.897us       0.000us         0.00%       2.095ms       7.619us           275  
                                         aten::_to_copy         0.53%     379.400us         8.88%       6.418ms      31.929us       0.000us         0.00%       2.095ms      10.423us           201  
                                              aten::cat         1.64%       1.188ms         5.83%       4.212ms      31.908us       1.823ms         4.39%       1.823ms      13.812us           132  
at::native::xpu::CatArrayBatchedCopy<at::native::xpu...         0.00%       0.000us         0.00%       0.000us       0.000us       1.795ms         4.33%       1.795ms      14.025us           128  
                                              aten::mul         3.65%       2.639ms        13.33%       9.628ms      32.747us       1.479ms         3.56%       1.479ms       5.030us           294  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.043ms         2.51%       1.043ms      15.808us            66  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us       1.037ms         2.50%       1.037ms      15.479us            67  
                                              aten::add         2.85%       2.056ms         9.58%       6.921ms      35.310us     995.680us         2.40%     995.680us       5.080us           196  
                                             aten::mean         3.85%       2.778ms         6.81%       4.918ms      75.667us     896.320us         2.16%     896.320us      13.790us            65  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us     896.320us         2.16%     896.320us      13.790us            65  
                                             aten::topk         0.05%      37.105us         0.15%     111.238us     111.238us     743.520us         1.79%     743.520us     743.520us             1  
at::native::xpu::SegmentedGroupRadixSelectPairsFunct...         0.00%       0.000us         0.00%       0.000us       0.000us     715.200us         1.72%     715.200us     715.200us             1  
at::native::xpu::VectorizedElementwiseKernel<8, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     508.160us         1.22%     508.160us       3.939us           129  
at::native::xpu::VectorizedElementwiseKernel<8, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     465.280us         1.12%     465.280us       7.270us            64  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us     364.480us         0.88%     364.480us       5.607us            65  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us     335.520us         0.81%     335.520us       5.242us            64  
                     aten::scaled_dot_product_attention         0.26%     188.803us         4.61%       3.328ms     103.989us       0.000us         0.00%     327.200us      10.225us            32  
aten::_scaled_dot_product_fused_attention_overrideab...         2.37%       1.714ms         4.34%       3.139ms      98.089us     327.200us         0.79%     327.200us      10.225us            32  
                                             micro_sdpa         0.00%       0.000us         0.00%       0.000us       0.000us     327.200us         0.79%     327.200us      10.225us            32  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us     301.760us         0.73%     301.760us       4.715us            64  
                                             aten::silu         0.50%     363.173us         1.47%       1.061ms      33.145us     266.560us         0.64%     266.560us       8.330us            32  
at::native::xpu::VectorizedElementwiseKernel<8, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     266.560us         0.64%     266.560us       8.330us            32  
                                              aten::pow         1.03%     747.424us         3.32%       2.397ms      36.870us     255.360us         0.62%     255.360us       3.929us            65  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     255.360us         0.62%     255.360us       3.929us            65  
at::native::xpu::VectorizedElementwiseKernel<8, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     253.920us         0.61%     253.920us       7.935us            32  
                                              aten::neg         0.81%     581.976us         2.69%       1.947ms      30.414us     253.440us         0.61%     253.440us       3.960us            64  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us     253.440us         0.61%     253.440us       3.960us            64  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     215.360us         0.52%     215.360us       3.313us            65  
                                            aten::rsqrt         0.77%     554.918us         3.14%       2.268ms      34.897us     207.680us         0.50%     207.680us       3.195us            65  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us     207.680us         0.50%     207.680us       3.195us            65  
                                             aten::sort         0.19%     136.669us         1.81%       1.310ms       1.310ms     150.720us         0.36%     153.760us     153.760us             1  
                                      aten::multinomial         0.05%      34.307us         0.80%     579.692us     579.692us       0.000us         0.00%     149.600us     149.600us             1  
                                          aten::softmax         0.01%       5.200us         0.29%     212.606us     106.303us       0.000us         0.00%     109.760us      54.880us             2  
                                         aten::_softmax         0.17%     122.141us         0.29%     207.406us     103.703us     109.760us         0.26%     109.760us      54.880us             2  
at::native::xpu::impl::SoftmaxForwardKernelFunctor<4...         0.00%       0.000us         0.00%       0.000us       0.000us     109.760us         0.26%     109.760us      54.880us             2  
at::native::xpu::SegmentedRadixSortPairsDownsweepFun...         0.00%       0.000us         0.00%       0.000us       0.000us      80.960us         0.20%      80.960us      10.120us             8  
                                             aten::isin         0.06%      43.407us         0.87%     625.017us     312.508us       0.000us         0.00%      73.440us      36.720us             2  
                                              aten::any         0.30%     216.128us         0.54%     393.319us      65.553us      55.040us         0.13%      62.400us      10.400us             6  
                                           aten::argmax         0.04%      32.463us         0.08%      58.207us      58.207us      47.040us         0.11%      47.040us      47.040us             1  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      47.040us         0.11%      47.040us      47.040us             1  
at::native::xpu::SegmentedRadixSortPairsUpsweepFunct...         0.00%       0.000us         0.00%       0.000us       0.000us      41.760us         0.10%      41.760us       5.220us             8  
                                            aten::fill_         0.17%     120.139us         0.55%     396.112us      49.514us      38.240us         0.09%      38.240us       4.780us             8  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      36.000us         0.09%      36.000us      12.000us             3  
                                           aten::cumsum         0.18%     132.875us         0.47%     339.617us     169.808us      33.600us         0.08%      33.600us      16.800us             2  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us      30.880us         0.07%      30.880us       5.147us             6  
at::native::xpu::SegmentedGroupRadixSortPairsFunctor...         0.00%       0.000us         0.00%       0.000us       0.000us      28.320us         0.07%      28.320us      28.320us             1  
at::native::xpu::SegmentedRadixSortPairsScanFunctor<...         0.00%       0.000us         0.00%       0.000us       0.000us      28.000us         0.07%      28.000us       3.500us             8  
                                          aten::aminmax         0.06%      41.837us         0.10%      69.486us      69.486us      27.040us         0.07%      27.040us      27.040us             1  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      27.040us         0.07%      27.040us      27.040us             1  
                                      aten::masked_fill         0.02%      14.697us         0.38%     275.129us      91.710us       0.000us         0.00%      26.880us       8.960us             3  
                                              aten::sum         0.06%      41.684us         0.09%      68.108us      68.108us      25.440us         0.06%      25.440us      25.440us             1  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      25.440us         0.06%      25.440us      25.440us             1  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us      25.120us         0.06%      25.120us       6.280us             4  
                                               aten::eq         0.13%      90.830us         0.30%     216.594us      43.319us      25.120us         0.06%      25.120us       5.024us             5  
at::native::xpu::ReduceKernel<2, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      19.040us         0.05%      19.040us      19.040us             1  
                                      aten::bitwise_and         0.04%      29.878us         0.11%      79.193us      39.597us      19.040us         0.05%      19.040us       9.520us             2  
                                               aten::lt         0.07%      48.863us         0.18%     130.172us      43.391us      18.080us         0.04%      18.080us       6.027us             3  
at::native::xpu::CatArrayBatchedCopy_contig<at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      17.920us         0.04%      17.920us       5.973us             3  
                                          aten::scatter         0.07%      53.377us         0.15%     107.889us     107.889us      10.400us         0.03%      17.600us      17.600us             1  
                                            aten::clone         0.02%      12.605us         0.25%     179.640us      44.910us       0.000us         0.00%      16.480us       4.120us             4  
at::native::xpu::SegmentScanKernel<at::native::xpu::...         0.00%       0.000us         0.00%       0.000us       0.000us      14.560us         0.04%      14.560us      14.560us             1  
                                           aten::__or__         0.00%       2.922us         0.10%      73.166us      36.583us       0.000us         0.00%      14.560us       7.280us             2  
                                       aten::bitwise_or         0.04%      27.710us         0.10%      70.244us      35.122us      14.560us         0.04%      14.560us       7.280us             2  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us      14.560us         0.04%      14.560us       7.280us             2  
                                              aten::max         0.06%      41.691us         0.10%      70.473us      70.473us      14.080us         0.03%      14.080us      14.080us             1  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      14.080us         0.03%      14.080us      14.080us             1  
                                     aten::masked_fill_         0.06%      41.266us         0.17%     122.376us      40.792us      13.760us         0.03%      13.760us       4.587us             3  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us      13.600us         0.03%      13.600us       6.800us             2  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us      11.840us         0.03%      11.840us       5.920us             2  
                                              aten::all         0.08%      61.077us         0.13%      93.953us      93.953us      11.680us         0.03%      11.680us      11.680us             1  
at::native::xpu::ReduceKernel<1, at::native::xpu::Re...         0.00%       0.000us         0.00%       0.000us       0.000us      11.680us         0.03%      11.680us      11.680us             1  
                                      aten::bitwise_not         0.03%      22.605us         0.09%      64.164us      32.082us      11.360us         0.03%      11.360us       5.680us             2  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us      11.360us         0.03%      11.360us       5.680us             2  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us      11.360us         0.03%      11.360us       3.787us             3  
                                          aten::__and__         0.00%       1.603us         0.06%      40.973us      40.973us       0.000us         0.00%      11.040us      11.040us             1  
at::native::xpu::UnrolledElementwiseKernel<at::nativ...         0.00%       0.000us         0.00%       0.000us       0.000us      11.040us         0.03%      11.040us      11.040us             1  
                                              aten::div         0.05%      35.470us         0.13%      93.482us      46.741us      10.880us         0.03%      10.880us       5.440us             2  
at::native::xpu::ScatterGatherElementwiseKernelFunct...         0.00%       0.000us         0.00%       0.000us       0.000us      10.400us         0.03%      10.400us      10.400us             1  
at::native::xpu::CatArrayBatchedCopy<at::native::xpu...         0.00%       0.000us         0.00%       0.000us       0.000us      10.080us         0.02%      10.080us      10.080us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.760us         0.02%       9.760us       3.253us             3  
                                              aten::cos         0.03%      21.557us         0.06%      45.813us      45.813us       9.280us         0.02%       9.280us       9.280us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.280us         0.02%       9.280us       9.280us             1  
                                     aten::exponential_         0.02%      16.562us         0.06%      40.666us      40.666us       9.280us         0.02%       9.280us       9.280us             1  
at::native::xpu::DistributionElementwiseKernelFuncto...         0.00%       0.000us         0.00%       0.000us       0.000us       9.280us         0.02%       9.280us       9.280us             1  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       9.280us         0.02%       9.280us       4.640us             2  
at::native::xpu::ElementwiseGlobalRangeKernel<at::na...         0.00%       0.000us         0.00%       0.000us       0.000us       8.960us         0.02%       8.960us       8.960us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.960us         0.02%       8.960us       4.480us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.800us         0.02%       8.800us       4.400us             2  
                                              aten::sin         0.02%      16.059us         0.06%      39.901us      39.901us       8.640us         0.02%       8.640us       8.640us             1  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.640us         0.02%       8.640us       8.640us             1  
                                             aten::item         0.01%       9.227us         0.70%     505.978us      84.330us       0.000us         0.00%       8.560us       1.427us             6  
                              aten::_local_scalar_dense         0.35%     249.978us         0.69%     496.751us      82.792us       8.560us         0.02%       8.560us       1.427us             6  
                 Memcpy D2M (DEVICE -> MEMORY(Unknown))         0.00%       0.000us         0.00%       0.000us       0.000us       8.560us         0.02%       8.560us       1.427us             6  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.480us         0.02%       8.480us       4.240us             2  
                                        aten::embedding         0.01%       9.337us         0.10%      73.713us      73.713us       0.000us         0.00%       8.320us       8.320us             1  
                                     aten::index_select         0.03%      24.350us         0.08%      60.626us      60.626us       8.320us         0.02%       8.320us       8.320us             1  
at::native::xpu::IndexKernel<at::native::xpu::IndexK...         0.00%       0.000us         0.00%       0.000us       0.000us       8.320us         0.02%       8.320us       8.320us             1  
                                              aten::sub         0.06%      40.966us         0.14%      97.747us      48.873us       8.320us         0.02%       8.320us       4.160us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       8.160us         0.02%       8.160us       4.080us             2  
                                              aten::bmm         0.21%     154.983us         0.27%     192.594us     192.594us       8.000us         0.02%       8.000us       8.000us             1  
at::native::xpu::VectorizedElementwiseKernel<16, at:...         0.00%       0.000us         0.00%       0.000us       0.000us       8.000us         0.02%       8.000us       8.000us             1  
at::native::xpu::SegmentScanKernel<at::native::xpu::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.840us         0.02%       7.840us       7.840us             1  
                                             aten::full         0.01%       3.948us         0.09%      64.698us      32.349us       0.000us         0.00%       7.840us       3.920us             2  
at::native::xpu::VectorizedElementwiseKernel<4, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.520us         0.02%       7.520us       3.760us             2  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       7.360us         0.02%       7.360us       3.680us             2  
                                           aten::arange         0.03%      21.034us         0.18%     127.559us      63.779us       3.680us         0.01%       7.360us       3.680us             2  
                                       aten::is_nonzero         0.01%       6.352us         0.65%     466.958us      93.392us       0.000us         0.00%       6.480us       1.296us             5  
at::native::xpu::VectorizedElementwiseKernel<2, at::...         0.00%       0.000us         0.00%       0.000us       0.000us       6.400us         0.02%       6.400us       6.400us             1  
                                    aten::_assert_async         0.02%      15.443us         0.08%      54.806us      27.403us       6.400us         0.02%       6.400us       3.200us             2  
